pi_Time1	pi_Time2	pi_Time3	pi_Present	pi_Anadyr	pi_Cook	pi_Bristol
0.3693865	0.3569674	0.3691044	0.3650655	0.3411489	0.2971064	0.3300898
0.3874727	0.3870346	0.3630534	0.3554937	0.312604	0.3686486	0.3359987
0.2971593	0.3398402	0.321688	0.3302775	0.3335142	0.2760145	0.2915243
0.3000744	0.3430659	0.3515082	0.333034	0.3349986	0.3923388	0.3512656
0.3752759	0.4028082	0.3310732	0.3627455	0.2640277	0.4022807	0.3807397
0.3721058	0.3466993	0.340606	0.3434799	0.3668249	0.2669345	0.3439693
0.333078	0.2995619	0.3279432	0.3591745	0.3297746	0.274288	0.3699884
0.3324254	0.3285469	0.3168695	0.3627697	0.3365369	0.2832968	0.3635885
0.2991768	0.3538452	0.3425196	0.3215314	0.288513	0.2895433	0.3032963
0.3187038	0.3404424	0.3330743	0.3554556	0.3487608	0.3423675	0.3146617
0.3010299	0.3269228	0.3488073	0.3350801	0.330363	0.3308557	0.346011
0.3508108	0.3585031	0.3456494	0.3700146	0.3101458	0.2921545	0.3500272
0.3903398	0.3540527	0.3462454	0.3191218	0.3235411	0.3568995	0.31219
0.3278618	0.3565894	0.3377646	0.3512757	0.3183602	0.3259441	0.331176
0.4138601	0.3879092	0.3316204	0.4142588	0.4049173	0.3070824	0.4225687
0.4072916	0.3989054	0.3222311	0.416856	0.3613553	0.2904992	0.4213722
0.3387608	0.3759117	0.3392829	0.3304708	0.3689398	0.3410943	0.3414634
0.3063147	0.3331658	0.3317015	0.3505595	0.3226405	0.3196504	0.3251882
0.3920928	0.3213814	0.3365355	0.3284306	0.3310816	0.3686685	0.3535822
0.2999857	0.3255807	0.325385	0.328857	0.3025826	0.2957118	0.31995
0.2786973	0.351348	0.3333668	0.2725743	0.3111094	0.2813684	0.2805809
0.3611813	0.3142708	0.3260294	0.3181595	0.3323632	0.2882552	0.3375832
0.3502025	0.3394112	0.3499287	0.3561558	0.345421	0.3219884	0.3555761
0.2955836	0.3469944	0.3512538	0.3251893	0.341063	0.3107929	0.3140399
0.3350543	0.3498768	0.3530772	0.3332856	0.306111	0.3215311	0.3184071
0.3801314	0.327431	0.3217329	0.3075191	0.2990008	0.2532211	0.3209191
0.3214876	0.3459713	0.329886	0.3060788	0.313636	0.2951024	0.337493
0.3424507	0.3422012	0.3450439	0.353959	0.3297688	0.344807	0.3416184
0.3695623	0.3411072	0.3275258	0.3472715	0.3175802	0.3049684	0.3064637
0.3980062	0.3435641	0.3255933	0.3306319	0.3508987	0.2823487	0.3149509
0.3274561	0.3088122	0.2959621	0.278439	0.3420915	0.2796047	0.2944874
0.2862924	0.3231617	0.3215385	0.329568	0.2843073	0.28997	0.3128312
0.3545304	0.3015664	0.3302649	0.3336526	0.31297	0.2978792	0.3077848
0.3523445	0.3341438	0.3313854	0.2890004	0.3070588	0.3249508	0.3142047
0.348681	0.3401537	0.3335411	0.3348248	0.3359032	0.3737448	0.3478074
0.300327	0.328132	0.3494029	0.2960624	0.3419912	0.2794653	0.2964505
0.3116297	0.3176785	0.328532	0.3284059	0.310351	0.2442556	0.2946209
0.3592081	0.3372106	0.3289595	0.3323166	0.3147365	0.3046856	0.316827
0.3485693	0.3520781	0.3654828	0.3618629	0.3755621	0.3694638	0.3211129
0.3196181	0.3728022	0.3615823	0.3432523	0.3287988	0.2891714	0.3309736
0.277307	0.3504956	0.341593	0.3592417	0.3259678	0.2909497	0.3407695
0.3622995	0.3401001	0.3436256	0.3334801	0.3131338	0.3193583	0.3060561
0.3433025	0.3273489	0.3431078	0.3377748	0.3265004	0.3191422	0.3165826
0.3654616	0.3525941	0.3782778	0.35752	0.353849	0.3402521	0.3376578
0.3704756	0.3378188	0.3741611	0.3225469	0.337191	0.3199207	0.2925266
0.2731599	0.3264127	0.3527305	0.323621	0.2953419	0.2883816	0.3380121
0.2891439	0.3293444	0.3370397	0.3402602	0.3201313	0.3226753	0.3251168
0.3012883	0.3482362	0.3045796	0.3510078	0.3570241	0.2684995	0.2959359
0.369435	0.3431094	0.3362219	0.3106358	0.3182931	0.2907274	0.2683405
0.3366395	0.3423987	0.3687542	0.340127	0.3377929	0.3309596	0.2890229
0.3528688	0.3538463	0.3582824	0.3395101	0.3106077	0.3335998	0.3533121
0.323671	0.3088311	0.3284116	0.3624474	0.3337151	0.3178166	0.3503166
0.418472	0.3241468	0.3086959	0.3177773	0.3585173	0.2891899	0.3219035
0.3274247	0.3396666	0.351048	0.3399805	0.3532444	0.3356245	0.3450922
0.3060138	0.343013	0.3310984	0.3695545	0.3620208	0.2711704	0.3466827
0.3139888	0.3249121	0.3339745	0.3504293	0.3387936	0.3191265	0.343038
0.3303551	0.3433746	0.3517945	0.364334	0.3620459	0.3128573	0.3347763
0.3357382	0.3480188	0.3571512	0.3290959	0.2975422	0.2745906	0.2961819
0.3602714	0.3407115	0.3531376	0.337796	0.3323716	0.2963246	0.3425465
0.3339793	0.3451349	0.3365798	0.3497664	0.3217615	0.2961273	0.3407645
0.3139765	0.3343429	0.3389925	0.3404461	0.2937585	0.2596366	0.2890514
0.3167436	0.372632	0.3897556	0.3862089	0.3115113	0.2712362	0.3574458
0.3157101	0.3496153	0.3476034	0.3382465	0.3618199	0.326135	0.3472267
0.2658347	0.3213721	0.2834331	0.3039612	0.33367	0.3337631	0.3363169
0.3645121	0.3242585	0.3798304	0.3485555	0.3745875	0.3520253	0.3682708
0.3795192	0.3285871	0.3292618	0.3614602	0.3397352	0.2871694	0.302044
0.3204675	0.362077	0.3179057	0.336267	0.3309151	0.3064448	0.2989109
0.3276255	0.3247855	0.3174348	0.3382887	0.3237272	0.288206	0.3204628
0.3420011	0.2980632	0.3407763	0.333036	0.3228706	0.3037496	0.3437247
0.3567556	0.3292381	0.3482547	0.3172683	0.3062154	0.3006728	0.3339791
0.3547508	0.3371337	0.3574744	0.3440753	0.3382544	0.3167205	0.3484983
0.391616	0.3392692	0.351098	0.3276308	0.3041398	0.3528225	0.3352569
0.3079417	0.3714432	0.3442022	0.3144205	0.2993802	0.2446302	0.3520206
0.3437328	0.332694	0.373934	0.3638072	0.3153942	0.3454169	0.3266686
0.304252	0.3313681	0.3397341	0.3608557	0.3355278	0.3250488	0.3499858
0.3873201	0.3548975	0.3153753	0.3683788	0.3276855	0.3041642	0.3573269
0.3088354	0.3421491	0.3485329	0.2971611	0.3446442	0.3439992	0.3581558
0.389898	0.3394893	0.3266526	0.3382142	0.327683	0.2644518	0.3424154
0.2740985	0.3471282	0.2916822	0.3107402	0.3416602	0.2976718	0.3309044
0.3314371	0.3235923	0.3352146	0.3488088	0.3301182	0.322183	0.3302099
0.3302763	0.3505787	0.3302112	0.3236466	0.3093177	0.2812071	0.3541458
0.2767011	0.3416464	0.3242807	0.3392651	0.3354077	0.2862631	0.3478778
0.3465325	0.3250322	0.3543489	0.3480633	0.2906049	0.3488347	0.3148276
0.271863	0.3015007	0.3108371	0.3196965	0.3012452	0.268102	0.2590583
0.359845	0.3050748	0.319827	0.3293175	0.3101546	0.301069	0.3081614
0.3461091	0.2944696	0.3179382	0.3304481	0.335282	0.3068805	0.3013349
0.3593849	0.3140964	0.3113102	0.2886849	0.3058042	0.3252869	0.3343291
0.3168556	0.3378466	0.3078963	0.3528312	0.3552807	0.3193562	0.3112714
0.3020988	0.3287155	0.3252543	0.3203046	0.3175163	0.3056684	0.313638
0.3708538	0.359054	0.3505778	0.3562467	0.3371196	0.3013531	0.3615241
0.2966449	0.3200331	0.314072	0.3328878	0.310705	0.2969417	0.2929424
0.3478832	0.3356097	0.3209595	0.3145904	0.3023815	0.2703413	0.2871733
0.3116239	0.3360489	0.3458897	0.2960851	0.3170497	0.3164964	0.3225644
0.4018057	0.3489511	0.3446198	0.3703067	0.3403441	0.2995739	0.311195
0.3373602	0.3163124	0.3166904	0.2903547	0.2994212	0.3409389	0.3186768
0.3537701	0.3394351	0.3186964	0.3241944	0.3150918	0.3109444	0.3461765
0.3541132	0.351991	0.2982577	0.3587485	0.331962	0.3341987	0.3605558
0.3462824	0.3453048	0.3567412	0.3556107	0.340297	0.3109555	0.330774
0.3849633	0.3596451	0.3367616	0.3319321	0.3197972	0.2966547	0.3422909
0.3413579	0.3010176	0.3302753	0.3504111	0.3475143	0.3236284	0.3186403
0.3384703	0.307115	0.34745	0.3125436	0.3499967	0.3228497	0.3701619
0.2739629	0.352098	0.3277692	0.3146339	0.3307788	0.3083651	0.3087865
0.3846441	0.3439539	0.3729513	0.3261817	0.3175075	0.3344875	0.3453759
0.3790851	0.3340069	0.3422078	0.3422701	0.316538	0.3017459	0.307464
0.3512287	0.3285932	0.3306498	0.3428304	0.3342794	0.3042267	0.335721
0.3629644	0.3704857	0.3489693	0.3194632	0.3781239	0.2719038	0.3028416
0.3313359	0.3448507	0.3335935	0.3690917	0.3099953	0.2843766	0.3256879
0.2676958	0.3103632	0.3414379	0.3015786	0.3098658	0.299394	0.3361994
0.2688954	0.3275647	0.3404725	0.3567789	0.3531277	0.3120957	0.3295983
0.387887	0.3381825	0.3384445	0.3627531	0.3451721	0.2423334	0.3199436
0.3209146	0.3288688	0.3612229	0.3425225	0.3516278	0.3342318	0.3472038
0.3187072	0.3245002	0.3398099	0.3387481	0.3296422	0.2581129	0.3215296
0.2990499	0.3549574	0.3665513	0.3340581	0.3177035	0.267333	0.3482417
0.3843935	0.351425	0.3802414	0.3604814	0.3411357	0.3521381	0.3733469
0.3415492	0.3397228	0.3365116	0.3509522	0.3305326	0.2607206	0.3253635
0.3419359	0.3247892	0.3462239	0.3425998	0.3132962	0.3319736	0.3320456
0.2951708	0.3318584	0.327853	0.3711045	0.3486218	0.3078044	0.3500458
0.2913807	0.3039107	0.2983925	0.3426013	0.3258488	0.3056617	0.2919
0.3240069	0.3382359	0.3005608	0.3397264	0.2885145	0.282393	0.3467566
0.3144497	0.3169044	0.3349711	0.2815062	0.3463729	0.3246137	0.2863699
0.3086008	0.3162737	0.3449421	0.3383372	0.3502665	0.2912288	0.3241427
0.3203795	0.3147965	0.3307847	0.3231814	0.2875445	0.2706934	0.2857476
0.2393874	0.3186268	0.286549	0.3121128	0.3217817	0.3032619	0.3274736
0.3516478	0.3213984	0.3446176	0.343821	0.3257333	0.3124077	0.3480649
0.4272617	0.3158119	0.336766	0.393946	0.338774	0.3068181	0.3284436
0.3226197	0.34555	0.3369362	0.3442192	0.3193511	0.3179262	0.3257242
0.3924283	0.3203482	0.3479015	0.347075	0.340493	0.2775386	0.3454814
0.3082163	0.3451179	0.3299014	0.3265116	0.3658389	0.3441339	0.3511925
0.3175511	0.3292448	0.3271619	0.3505763	0.3508672	0.2714324	0.3149023
0.3947396	0.2738364	0.3496046	0.3611709	0.3692127	0.3424335	0.3020032
0.3459792	0.3496791	0.3434813	0.332931	0.3373993	0.293883	0.3420465
0.3464031	0.3226764	0.3584983	0.3077126	0.3113334	0.2959187	0.3571389
0.3472892	0.3244194	0.346846	0.2942054	0.3145266	0.2681904	0.3197554
0.3091592	0.3205819	0.322718	0.3500066	0.3321175	0.2709102	0.2577445
0.345792	0.365239	0.3603707	0.3338762	0.3272972	0.3169045	0.3459811
0.3342214	0.3027436	0.338778	0.3509599	0.3149351	0.280508	0.3520157
0.3185718	0.3134591	0.3303784	0.326434	0.325369	0.3039323	0.3557418
0.3187074	0.3399648	0.3391757	0.3496771	0.3524943	0.3165705	0.3584253
0.3218089	0.3013076	0.3429613	0.2916103	0.3027982	0.3320725	0.2866024
0.3119564	0.3732462	0.3741494	0.3390801	0.3177663	0.3348931	0.3343586
0.3302778	0.3811717	0.3430575	0.3622316	0.3322109	0.3331149	0.3295055
0.29068	0.3227876	0.3333809	0.3268493	0.324058	0.3216632	0.3064824
0.3309386	0.3390179	0.3416674	0.3471186	0.3393221	0.2721889	0.3448531
0.352883	0.3741558	0.3494046	0.332399	0.3183818	0.3042848	0.3605795
0.3632133	0.3287908	0.3419657	0.355114	0.3177683	0.2685679	0.3436461
0.3386861	0.3310906	0.3572552	0.3446365	0.3354921	0.2711165	0.3324742
0.3830673	0.3583392	0.3313194	0.3489103	0.3237602	0.3492511	0.3710001
0.3573674	0.3175795	0.3288744	0.2900195	0.2804438	0.2642537	0.2986876
0.3617916	0.3137798	0.3786213	0.3631808	0.3437283	0.3637399	0.3501977
0.3772213	0.3486753	0.3352865	0.3360535	0.3204621	0.2985931	0.3311005
0.4054457	0.3460843	0.3607417	0.3308303	0.3155342	0.3458865	0.3365139
0.3160701	0.3163139	0.3430774	0.3511037	0.3449725	0.3290235	0.3396065
0.2166726	0.3312049	0.3603247	0.3225235	0.2941374	0.3361655	0.3601385
0.3423612	0.3491879	0.3486222	0.3455849	0.364786	0.3186152	0.3316991
0.3963841	0.3006805	0.3349087	0.3270024	0.3272254	0.3153889	0.3341921
0.3519834	0.3169493	0.3328275	0.3298956	0.3455722	0.280455	0.2895359
0.3673598	0.3282947	0.3284675	0.3261005	0.3142719	0.306221	0.3278643
0.3337934	0.3825588	0.33866	0.3639777	0.3504908	0.3094814	0.3419937
0.3494161	0.3276838	0.3486887	0.321119	0.3248057	0.3019214	0.3292486
0.3303621	0.3272976	0.3311997	0.3162793	0.3270269	0.3300002	0.3305713
0.3327321	0.3492067	0.3446638	0.3313297	0.3507171	0.2933794	0.3299804
0.3103213	0.3052095	0.3269052	0.3306664	0.3184785	0.2612529	0.3255129
0.2972051	0.3699373	0.3331387	0.3411084	0.3382782	0.258108	0.3131163
0.4088173	0.3072586	0.3205903	0.3139149	0.3074517	0.3563568	0.3168589
0.3706505	0.3257477	0.3752417	0.3718199	0.3318219	0.2883861	0.3485967
0.3747217	0.3481552	0.3283333	0.3347879	0.3567617	0.3266468	0.3459296
0.3367333	0.3457131	0.3333826	0.362984	0.349681	0.2653614	0.3365497
0.3136046	0.3379047	0.3651214	0.3180129	0.3276586	0.3051326	0.3275911
0.3142446	0.383903	0.2971098	0.3614959	0.3081729	0.3604438	0.3566678
0.3464805	0.3243018	0.3326083	0.3689909	0.3270555	0.2754839	0.2886529
0.2916652	0.3397129	0.3254265	0.3919893	0.3092949	0.3093529	0.3260754
0.3181079	0.3187056	0.3291367	0.3285274	0.3045192	0.2854807	0.3210084
0.3426006	0.3480626	0.3609553	0.3413439	0.3845402	0.3231564	0.3577264
0.3060931	0.3437175	0.3402874	0.3390943	0.3209212	0.3296092	0.368152
0.3075874	0.3327563	0.3513966	0.350546	0.3556381	0.3312858	0.3444333
0.3489084	0.3259656	0.3596793	0.36412	0.3364895	0.297087	0.3080042
0.2841798	0.3070006	0.3159553	0.3487819	0.291327	0.3336571	0.300876
0.3935569	0.3100002	0.3394503	0.3224209	0.3085257	0.2250945	0.2971277
0.304067	0.325422	0.3054225	0.3388185	0.3084609	0.2641302	0.3264828
0.383705	0.3239663	0.342885	0.324935	0.3412739	0.3033	0.3521115
0.3326333	0.3059344	0.3302736	0.3206516	0.3207685	0.3112527	0.321391
0.3382171	0.3189376	0.3419202	0.311476	0.3387915	0.250501	0.3134075
0.3393943	0.3672218	0.364284	0.3658074	0.332761	0.2979696	0.3606116
0.3620255	0.3544331	0.3248829	0.3193437	0.3396549	0.3459009	0.3196055
0.3480049	0.3448782	0.3410657	0.3836226	0.3406805	0.3374045	0.3558224
0.3368371	0.3367599	0.3059654	0.3065042	0.3148424	0.3214909	0.3115754
0.3666394	0.3672322	0.3567257	0.4156345	0.3591467	0.3349422	0.3832847
0.2934521	0.309881	0.3415192	0.3200828	0.3239213	0.269858	0.3234722
0.3368858	0.3639209	0.3279984	0.3213643	0.3648869	0.2842179	0.3271074
0.3716416	0.3523732	0.3053631	0.3551143	0.3458447	0.3630549	0.3301586
0.4130536	0.3611591	0.371058	0.3623563	0.3294162	0.3686415	0.3785217
0.3445285	0.3329457	0.3231934	0.3190083	0.3212505	0.3293292	0.2892021
0.280736	0.3205448	0.3102445	0.3577322	0.3348173	0.3155248	0.3358305
0.3899561	0.3542277	0.3309019	0.3389187	0.3251089	0.3055533	0.3314923
0.2806903	0.3314111	0.3300022	0.3339128	0.3074531	0.3008217	0.2929126
0.3251738	0.2945642	0.3424357	0.3144923	0.329516	0.3257957	0.3352032
0.3692533	0.3481284	0.318534	0.3205318	0.302855	0.3057838	0.3144527
0.3778464	0.3587411	0.3476509	0.3803225	0.3569266	0.3134192	0.3152287
0.3208451	0.3496038	0.3362518	0.3291613	0.276044	0.2063307	0.3328894
0.3725242	0.3653466	0.3602567	0.3393899	0.2981024	0.2290771	0.2988712
0.3568274	0.3638441	0.3596977	0.3604316	0.2966628	0.3593786	0.3566746
0.2903239	0.3098783	0.3283705	0.3184886	0.321595	0.2558032	0.3164927
0.3027191	0.3004046	0.2968117	0.3180894	0.2744308	0.3351728	0.3082078
0.3155035	0.3093509	0.3308984	0.313444	0.3033094	0.3033277	0.2837385
0.3184902	0.3595676	0.3371779	0.3569799	0.3161647	0.3231516	0.3266048
0.252408	0.3229746	0.3366315	0.3204173	0.3435462	0.2884328	0.3126001
0.298199	0.340089	0.3416647	0.3593945	0.3112898	0.3214669	0.3031781
0.3216375	0.3406751	0.344697	0.3262976	0.317305	0.2998048	0.3306503
0.2968481	0.3262604	0.3153047	0.3367658	0.3166755	0.3047298	0.3275312
0.3486297	0.3587628	0.3189039	0.3313946	0.3369631	0.3184117	0.3366058
0.3656907	0.3465062	0.3369295	0.3649958	0.2788006	0.2924857	0.2838229
0.3383735	0.347954	0.3310197	0.3528832	0.3320935	0.3177484	0.3501946
0.3422258	0.3315468	0.3296956	0.3140692	0.285282	0.2910078	0.3030722
0.3205752	0.3363238	0.3362735	0.3679886	0.321815	0.3186739	0.3339198
0.303168	0.3176253	0.3492556	0.3315022	0.3438203	0.3208178	0.3180063
0.3059245	0.2971872	0.3525048	0.3273591	0.2708592	0.3083871	0.347142
0.3179657	0.3249496	0.323303	0.3204749	0.3179068	0.3059935	0.3223639
0.3228858	0.3143688	0.3097797	0.3276292	0.3346092	0.2967228	0.321871
0.3657987	0.3556981	0.3458685	0.3252135	0.3393411	0.2940238	0.3319081
0.3349296	0.3318473	0.297569	0.3432857	0.2883037	0.3163706	0.3413917
0.317824	0.296405	0.3571557	0.3189754	0.3373742	0.2974487	0.3307413
0.3492408	0.3291096	0.3071525	0.3063159	0.2710168	0.2924269	0.315617
0.3142822	0.3566311	0.3333381	0.3162457	0.3045362	0.3125999	0.3213747
0.3474553	0.34196	0.3329856	0.3560532	0.309639	0.3052408	0.3107744
0.3143486	0.348229	0.361885	0.3381931	0.354368	0.3116881	0.3471627
0.3837576	0.331639	0.3143523	0.346395	0.3342085	0.3339605	0.3351261
0.3248399	0.3309962	0.3375084	0.340844	0.3151482	0.2818046	0.3093644
0.3393	0.3382026	0.3339965	0.3163547	0.3131501	0.2864817	0.3275506
0.3284241	0.32471	0.3439053	0.3166754	0.3124705	0.3261926	0.3106058
0.3181018	0.3350663	0.3201869	0.3002809	0.3341014	0.3045609	0.3599171
0.3181632	0.3073632	0.2990711	0.3200081	0.3211443	0.3214641	0.3101322
0.3498355	0.3262688	0.3009728	0.3256084	0.3458803	0.3198708	0.3628076
0.3483047	0.337024	0.341474	0.3320379	0.3463407	0.3142	0.3264899
0.3138503	0.3525294	0.3003144	0.3197886	0.3452903	0.2914156	0.3394482
0.3774775	0.3062273	0.3572032	0.3648111	0.3647369	0.3449867	0.3116763
0.3067184	0.3220631	0.3275575	0.3566322	0.3336458	0.3094855	0.3016652
0.2947492	0.3139143	0.3516091	0.3086383	0.286962	0.2390467	0.306203
0.3286185	0.3500188	0.3270137	0.341393	0.3363154	0.3009442	0.3478748
0.3588988	0.3457601	0.3289534	0.3861286	0.3546628	0.3326075	0.3424405
0.3166281	0.3661872	0.3527611	0.3436385	0.3759062	0.3767564	0.3378876
0.3549401	0.3664562	0.349499	0.3365524	0.3467419	0.3109948	0.3564335
0.3588828	0.3552364	0.3494888	0.3438097	0.3361759	0.3031636	0.3714318
0.3590706	0.3223383	0.3349947	0.3574692	0.3895912	0.3509819	0.3469274
0.3797856	0.3523015	0.3178992	0.2960308	0.3550349	0.3174842	0.2846883
0.3252466	0.3220406	0.3262076	0.3575274	0.3586797	0.3214555	0.3306604
0.3469959	0.3325887	0.3721027	0.3632604	0.3451406	0.3244367	0.3335919
0.322498	0.3474797	0.3385389	0.3262216	0.3294974	0.3243568	0.3282362
0.2881944	0.3536461	0.3169619	0.3704142	0.2925348	0.2943981	0.3612587
0.3456401	0.3389933	0.3578475	0.3814984	0.3284858	0.3370421	0.3087218
0.3599988	0.3404724	0.3264418	0.339061	0.3123276	0.34912	0.3035008
0.2462462	0.3376025	0.3093014	0.3402066	0.3622278	0.3075772	0.3169104
0.3404684	0.3004932	0.3237785	0.3299638	0.3368648	0.3200303	0.3045133
0.3959265	0.3345753	0.3462145	0.3156285	0.3682628	0.2993302	0.3143914
0.2861552	0.3106181	0.3426775	0.3286471	0.3189066	0.297691	0.3220037
0.3285336	0.3332221	0.3640315	0.3419002	0.3464218	0.3227683	0.3547579
0.2845698	0.3440522	0.3470573	0.341854	0.3395235	0.3217274	0.3503303
0.3744766	0.3307969	0.3584136	0.3646295	0.3469904	0.3370307	0.3292101
0.2814543	0.3437949	0.3403168	0.3094607	0.3413667	0.2947016	0.3424084
0.3308905	0.3209897	0.3246155	0.3302749	0.314899	0.3281045	0.3152406
0.3494497	0.3244933	0.3034148	0.3124651	0.3106959	0.3350382	0.3441773
0.3302461	0.3621798	0.342529	0.3663235	0.315175	0.2851618	0.3496234
0.2926205	0.3472802	0.3187454	0.3545426	0.317306	0.3454451	0.335721
0.3578354	0.3622787	0.3387333	0.3300089	0.3170498	0.3250254	0.3460261
0.2819882	0.3540813	0.3557019	0.3925736	0.3426437	0.3002902	0.3482162
0.2789809	0.2907486	0.2943634	0.3566124	0.3615509	0.3465722	0.3323928
0.3271456	0.3227475	0.3393518	0.3286973	0.3034044	0.3376673	0.3250152
0.3627276	0.3052393	0.3572053	0.3481197	0.3306014	0.3286082	0.3279754
0.2906388	0.3268985	0.3200357	0.3305729	0.2784292	0.2960233	0.3158397
0.3116526	0.318435	0.3050944	0.3457207	0.294305	0.2910798	0.2897421
0.3486968	0.363865	0.3452669	0.3421991	0.3163437	0.2959712	0.3449185
0.3429187	0.3315985	0.3186801	0.3587213	0.3234744	0.3114781	0.2794956
0.3597676	0.317128	0.3464834	0.3327369	0.3072661	0.305824	0.3403513
0.3177388	0.3418544	0.3440313	0.3375291	0.3417899	0.3312109	0.346254
0.342097	0.3262385	0.3216197	0.3315454	0.3200918	0.339373	0.3003599
0.3243858	0.3371126	0.3520962	0.3393917	0.3100224	0.3371966	0.3333959
0.2649415	0.3636025	0.3399531	0.3420878	0.2972166	0.2753625	0.3155058
0.3860708	0.3145556	0.3404103	0.3439598	0.323339	0.2803632	0.3260528
0.3506599	0.3262408	0.3194606	0.303381	0.3458409	0.2960133	0.3130305
0.2751663	0.3173416	0.3096824	0.2945646	0.3319518	0.2940165	0.3253109
0.319998	0.3299014	0.381493	0.3403063	0.3067671	0.3320052	0.2999963
0.3250866	0.3086521	0.3203385	0.3560492	0.322564	0.2983489	0.3379261
0.3592007	0.3506169	0.3279979	0.3105588	0.2963672	0.3206991	0.3273785
0.3316554	0.3384629	0.3392996	0.34732	0.3274871	0.3378545	0.3027402
0.3550412	0.296135	0.3191598	0.3018959	0.3373823	0.2848593	0.3027614
0.3601243	0.3708802	0.3705227	0.3378334	0.3413233	0.3278544	0.3469256
0.3252577	0.3518887	0.3207672	0.3378087	0.3011954	0.3142521	0.2881248
0.3230602	0.3550546	0.3695327	0.3418309	0.3451963	0.3160423	0.3471148
0.3667236	0.3524383	0.3773791	0.3149956	0.3103298	0.3013148	0.2950254
0.3382726	0.3234507	0.3103246	0.3591296	0.2869009	0.3044884	0.3181993
0.3043875	0.3438791	0.2962072	0.3024649	0.311283	0.2773673	0.3306786
0.2948292	0.3323709	0.343179	0.322726	0.3117189	0.3005877	0.3374426
0.3717849	0.3008868	0.3154893	0.3496172	0.3105155	0.3181402	0.3199365
0.3342014	0.3350955	0.3095204	0.3375859	0.3221863	0.3379086	0.3178927
0.3461568	0.3632789	0.3524926	0.334202	0.3333525	0.3175055	0.3499318
0.3824639	0.3944381	0.359981	0.371338	0.3022311	0.329521	0.3360936
0.3026676	0.3362966	0.2998641	0.3161883	0.284249	0.2938885	0.317806
0.3500703	0.3806148	0.3669032	0.3656157	0.3389533	0.3247822	0.3261141
0.3316439	0.3274013	0.3224402	0.3187459	0.3342886	0.3255548	0.3435394
0.340765	0.3338394	0.3372663	0.3399914	0.3477653	0.3321137	0.3601537
0.3750445	0.329931	0.3413971	0.36395	0.3546826	0.284531	0.3026601
0.3030544	0.3146546	0.2774876	0.3067567	0.331362	0.3160181	0.2907349
0.3776741	0.3256938	0.33802	0.2999174	0.3326097	0.325405	0.348948
0.3396431	0.2949277	0.3348605	0.3272053	0.2620741	0.3139992	0.3346187
0.371313	0.3521085	0.337375	0.3416602	0.3274413	0.347316	0.3362495
0.2978664	0.3114166	0.3312503	0.3196758	0.3299168	0.3546956	0.3162945
0.410788	0.3110188	0.3820988	0.3716671	0.3513877	0.2983647	0.3508964
0.2898574	0.3360109	0.3328422	0.3795166	0.2793884	0.2559036	0.3563322
0.3278709	0.3471192	0.3468926	0.3407723	0.3037691	0.2661686	0.3250103
0.3146449	0.342547	0.3451491	0.312413	0.332557	0.356108	0.3438749
0.3080024	0.307167	0.3231469	0.3306585	0.3213418	0.2924362	0.3391246
0.3012003	0.338881	0.384363	0.3554782	0.3804823	0.3543456	0.3323636
0.3298712	0.3725149	0.3331237	0.3249735	0.3252425	0.3466853	0.3529952
0.3483965	0.3485278	0.3468201	0.3458011	0.3043482	0.2852393	0.3321311
0.3787793	0.3710277	0.3498345	0.3393773	0.3502218	0.3181826	0.3616384
0.3517902	0.3250324	0.3296927	0.3415623	0.3046725	0.2809736	0.3046921
0.3168903	0.3225702	0.3251281	0.320516	0.322806	0.3084579	0.3041483
0.3421771	0.2718933	0.3414607	0.3259849	0.3384859	0.3592822	0.3607244
0.3183747	0.349538	0.332251	0.320035	0.3241292	0.3535982	0.3544844
0.3430184	0.3545491	0.3485682	0.3396059	0.3323938	0.3705393	0.3419617
0.2478871	0.3209571	0.3336051	0.3196634	0.321342	0.351044	0.3424908
0.3380939	0.3683068	0.3757149	0.3783715	0.3323474	0.384636	0.3471419
0.3783182	0.3210421	0.3274075	0.3842739	0.3225002	0.3332462	0.3173283
0.3458723	0.2943269	0.3143997	0.3614519	0.3152655	0.3083498	0.3171
0.2886993	0.2955467	0.3216616	0.3481164	0.3405341	0.2493257	0.2978586
0.3355	0.3181676	0.291374	0.3294069	0.3172083	0.2934772	0.3081918
0.3315704	0.3301261	0.355163	0.3159379	0.3298457	0.2950875	0.3260141
0.3394521	0.339666	0.3321396	0.298539	0.320646	0.2876432	0.2996897
0.3580382	0.3350348	0.3462713	0.3418172	0.3144392	0.2866958	0.3327385
0.290211	0.3463631	0.2826301	0.2986251	0.3278531	0.3055808	0.3417579
0.2887955	0.3194469	0.3302564	0.3008573	0.2915052	0.3116097	0.3265397
0.3449161	0.3746798	0.3494677	0.3360381	0.3368667	0.2742895	0.3631453
0.3276603	0.3420423	0.3403568	0.3345335	0.3499105	0.2774825	0.3005125
0.3283912	0.3614671	0.3407182	0.3579618	0.3530459	0.2969824	0.3408485
0.3100698	0.3373997	0.3294768	0.3280687	0.3104751	0.31853	0.3184862
0.3014427	0.3294666	0.2815065	0.3285607	0.3337247	0.2976826	0.3408922
0.3179623	0.3421056	0.3407177	0.3357186	0.30709	0.292433	0.3330954
0.3041199	0.3519221	0.3657504	0.3269204	0.3247706	0.2735183	0.3519834
0.3155048	0.3421549	0.3557968	0.3473355	0.2985143	0.3236905	0.3676757
