pi_Time1	pi_Time2	pi_Time3	pi_Present	pi_Anadyr	pi_Cook	pi_Bristol
0.3396937	0.3516726	0.3400161	0.359589	0.3129391	0.3205275	0.3174639
0.3394209	0.3482492	0.3073646	0.3294391	0.3248879	0.2887155	0.2963217
0.3339955	0.3105957	0.3406986	0.3271434	0.2996412	0.3029698	0.3820373
0.2927149	0.2944687	0.3310609	0.3306071	0.3001863	0.30405	0.2727666
0.3249801	0.3334157	0.3056238	0.2944794	0.3504384	0.3559474	0.3256192
0.2979839	0.3377106	0.3424762	0.3428769	0.2885285	0.3282908	0.3065947
0.3241773	0.341	0.3628809	0.3162273	0.3556063	0.3284412	0.3294852
0.3226862	0.3665634	0.3767639	0.3282968	0.3228824	0.3579633	0.3245978
0.3592859	0.3222861	0.3273196	0.3526898	0.3358665	0.293072	0.3211834
0.331067	0.3214152	0.3577119	0.3356549	0.3154384	0.3116432	0.3299835
0.3101225	0.3094353	0.3299612	0.3340452	0.3499205	0.3400922	0.3278218
0.329487	0.321361	0.2939112	0.3125056	0.3126813	0.3285566	0.3016407
0.3699547	0.345183	0.3581822	0.3294746	0.3255944	0.3250359	0.3090806
0.349735	0.3282499	0.3924468	0.3108073	0.3296019	0.3601261	0.348204
0.3315386	0.3519744	0.3486676	0.3752343	0.3785783	0.3382445	0.3402562
0.3213388	0.3417843	0.357115	0.3512221	0.3351725	0.3146991	0.3505315
0.2996722	0.3219063	0.3224219	0.3321438	0.3246834	0.2874848	0.3236783
0.3298218	0.342615	0.3391486	0.30936	0.2859051	0.220365	0.3032612
0.3604756	0.3465601	0.3451732	0.3514252	0.3166167	0.305172	0.3170906
0.3039984	0.3442779	0.3129544	0.3219882	0.2903169	0.3109776	0.3008228
0.3100951	0.3550796	0.3319906	0.3201558	0.3038423	0.3457824	0.296076
0.3417411	0.3715284	0.3493791	0.3747424	0.3664801	0.2754337	0.3480872
0.3356201	0.3383684	0.3478741	0.342255	0.3430399	0.377359	0.3405746
0.3024087	0.2969376	0.321006	0.3045794	0.3485399	0.3119896	0.2959928
0.3422474	0.343402	0.3572779	0.3324125	0.3464221	0.3248704	0.3303466
0.3665861	0.3591355	0.3626078	0.3561641	0.3349302	0.3308694	0.3172503
0.3146719	0.3142063	0.320529	0.3207108	0.2955729	0.3056608	0.3257599
0.3183782	0.3640915	0.3413332	0.3123377	0.3232842	0.3146575	0.3410948
0.3536263	0.3231483	0.3344286	0.3473507	0.3256576	0.3110151	0.3085173
0.3279414	0.3541866	0.3540304	0.3429376	0.342331	0.3403559	0.3300422
0.3199572	0.3211506	0.3179389	0.3171811	0.3114889	0.2928104	0.3147297
0.307585	0.3497522	0.3535586	0.3277227	0.3499105	0.3467915	0.31298
0.2865666	0.3145177	0.3317109	0.3369876	0.3440367	0.3348463	0.2992379
0.3607378	0.3488592	0.3517767	0.3456499	0.3198727	0.2938289	0.3143094
0.3102096	0.3360093	0.3326227	0.2968901	0.318102	0.3215626	0.2954809
0.3020288	0.3121496	0.3041016	0.2823595	0.3067738	0.2694815	0.3115413
0.402156	0.339597	0.3652199	0.3484965	0.3428883	0.3567977	0.3338826
0.3401141	0.3387118	0.3022711	0.304058	0.3021151	0.2847584	0.3096728
0.305511	0.3301045	0.3597426	0.3596376	0.3356701	0.3325293	0.3677055
0.3836851	0.3383296	0.3549675	0.3209824	0.3713354	0.3559086	0.3558486
0.3530039	0.3634588	0.3711759	0.325652	0.3349226	0.3116239	0.3441517
0.3728411	0.3825136	0.3202225	0.3558683	0.3555708	0.3134106	0.3267594
0.4014522	0.344671	0.3671063	0.3577016	0.3421561	0.2851753	0.3785018
0.3492586	0.320612	0.3315008	0.3009015	0.3554726	0.2784332	0.270181
0.3619368	0.3432194	0.3628827	0.3293942	0.3222286	0.3014315	0.3073827
0.3380129	0.3375155	0.3416225	0.3544844	0.3129093	0.2948613	0.2729179
0.2730429	0.3134381	0.3409774	0.3108738	0.3179681	0.2897284	0.3167111
0.3293301	0.3426374	0.3192904	0.3274209	0.3295334	0.2973685	0.2907959
0.3393413	0.3389395	0.3524726	0.3269176	0.3667338	0.3066209	0.3451565
0.3615299	0.3549867	0.3383981	0.3289114	0.3501317	0.2768028	0.3243945
0.3515413	0.3450607	0.2765059	0.317266	0.3228257	0.2627583	0.3336432
0.3053814	0.341401	0.3445423	0.3108187	0.3097811	0.320604	0.3699635
0.3066676	0.3439519	0.3507805	0.3598959	0.3192225	0.3485574	0.3347878
0.2844535	0.317744	0.3594537	0.3197152	0.3560486	0.2915226	0.3406509
0.3864726	0.3642711	0.3433251	0.3371414	0.3120988	0.3087507	0.3325791
0.2737389	0.3231103	0.3599879	0.3491125	0.332477	0.3571408	0.3026865
0.3287081	0.3247811	0.3598269	0.3423529	0.3091459	0.3281448	0.3452368
0.3416261	0.3290215	0.3482174	0.3262265	0.3301113	0.2714081	0.3130035
0.3700223	0.3327928	0.2998896	0.3189564	0.2881999	0.2976227	0.2847265
0.3972448	0.3436324	0.3294181	0.3382192	0.3325547	0.2581208	0.2780157
0.2935232	0.3411322	0.3294551	0.3132962	0.3122795	0.2497512	0.3093372
0.2833154	0.3332035	0.3132349	0.3552359	0.3007809	0.3183747	0.3300627
0.3001333	0.3353666	0.3270922	0.2908156	0.3402781	0.2882928	0.311742
0.3992981	0.331963	0.3503764	0.3496545	0.3209732	0.2766631	0.3350739
0.2887572	0.3150813	0.3294513	0.3629021	0.3174302	0.3126829	0.3128954
0.3280182	0.3673732	0.3506214	0.3527394	0.3164931	0.3269997	0.367699
0.3209273	0.3510846	0.3261441	0.3167805	0.3080558	0.3047235	0.3070664
0.3044787	0.3103931	0.2955776	0.3639805	0.3047072	0.2457882	0.327857
0.3338161	0.3363478	0.3133816	0.3479852	0.3241434	0.2976345	0.3218523
0.3209119	0.34269	0.3139237	0.332112	0.3425122	0.3232237	0.3530297
0.3209983	0.3426784	0.3344002	0.333792	0.3403811	0.2891856	0.3241785
0.3082928	0.347546	0.3094283	0.2960636	0.2693414	0.2598187	0.3218934
0.3438848	0.3297852	0.3495843	0.3345102	0.3308892	0.2701977	0.3517932
0.3696809	0.3629385	0.3408497	0.3422403	0.3555536	0.341275	0.3505805
0.3379694	0.3516572	0.3441402	0.3284674	0.3134602	0.3410883	0.2993289
0.3263827	0.3302875	0.3640197	0.3382245	0.2815795	0.3237095	0.3568448
0.3364797	0.3184772	0.3338402	0.3488873	0.308946	0.2923515	0.3330274
0.3124275	0.3508676	0.3456163	0.3583434	0.3104047	0.34447	0.3416222
0.3602395	0.3092253	0.3440136	0.3376234	0.3157786	0.2990508	0.2994832
0.2923636	0.3102407	0.351982	0.3582596	0.3360917	0.3510039	0.3338447
0.3068163	0.3293076	0.3419604	0.3289003	0.3164826	0.2485131	0.3160159
0.3255264	0.3424176	0.3238008	0.3039055	0.3195931	0.3039163	0.3375552
0.348297	0.3511923	0.3465732	0.338474	0.3456723	0.265646	0.3111058
0.3466388	0.3572253	0.3594893	0.3232965	0.3547718	0.3571221	0.3357568
0.3638987	0.3503421	0.3457057	0.34488	0.3102015	0.2819018	0.316815
0.2911377	0.3309122	0.32588	0.3441559	0.3135247	0.3541286	0.351413
0.3331005	0.3216936	0.3311897	0.3384719	0.3147857	0.2834277	0.3233247
0.3419873	0.3165489	0.3289338	0.3136697	0.3236971	0.3031688	0.3084298
0.3893023	0.3586299	0.3459565	0.3532259	0.3517523	0.3357737	0.3621572
0.2878976	0.3362894	0.3388625	0.3366532	0.3270895	0.3182414	0.3234606
0.3113517	0.3028463	0.3296633	0.2997964	0.3155748	0.337353	0.3400139
0.3443735	0.3107531	0.2892639	0.3110455	0.3123116	0.2626152	0.316221
0.3198911	0.3350894	0.3478243	0.3530556	0.3540541	0.2984882	0.3530913
0.3671794	0.3373958	0.3588247	0.3485057	0.3455831	0.2833749	0.3375999
0.3487551	0.3666579	0.3565179	0.3545368	0.3323229	0.3428529	0.295182
0.3509022	0.3456416	0.3536862	0.3431076	0.3585067	0.3678071	0.3637478
0.3180041	0.3451368	0.3633141	0.332799	0.3308631	0.2953089	0.3351752
0.291942	0.2807063	0.30064	0.3132562	0.3362053	0.3161841	0.3139206
0.3014976	0.329185	0.3546111	0.383527	0.3162874	0.3284017	0.3947496
0.3062317	0.3258951	0.337301	0.3453927	0.335027	0.3110653	0.2947414
0.3174967	0.3105908	0.3278755	0.3577409	0.3084723	0.3265876	0.3402559
0.3325163	0.3515766	0.3408455	0.3526139	0.3234014	0.3100025	0.3501639
0.3315677	0.2904542	0.3330026	0.3237961	0.3412906	0.3280918	0.3465007
0.4081859	0.3489148	0.307276	0.312794	0.3415795	0.323321	0.3423982
0.4029946	0.3777481	0.3218091	0.3593495	0.3690064	0.289346	0.3266514
0.3374499	0.3357768	0.345514	0.3670941	0.3329773	0.3803019	0.3102509
0.3236656	0.3610554	0.368013	0.3369691	0.3518099	0.2902831	0.352562
0.3260383	0.3288653	0.3250587	0.3451378	0.3062784	0.3320145	0.3177499
0.3383714	0.3359783	0.3323035	0.3348434	0.3663003	0.3210811	0.3287135
0.3465188	0.3382595	0.3451849	0.3389192	0.3412132	0.3262866	0.3387947
0.3341102	0.3621454	0.3207207	0.370953	0.3183885	0.2841771	0.341862
0.3986894	0.3320824	0.3568093	0.3047863	0.3353823	0.3019963	0.3255523
0.3145766	0.3289347	0.2944378	0.2926244	0.3299803	0.2945406	0.3089054
0.3389765	0.3352277	0.3708944	0.3291752	0.3134093	0.3239277	0.3315247
0.3217801	0.3277171	0.3235569	0.3357957	0.3311484	0.2858878	0.3322598
0.3489256	0.3318286	0.3315009	0.3247283	0.3242421	0.3219731	0.3131438
0.3531602	0.3413333	0.2929951	0.3305505	0.3265605	0.2636622	0.3273555
0.3316049	0.3642506	0.341689	0.3632593	0.347153	0.3070692	0.2811042
0.3396886	0.318056	0.3490214	0.3432562	0.3059859	0.3155679	0.3633191
0.303666	0.3158584	0.3062672	0.3114268	0.3175798	0.3484523	0.2887469
0.3815726	0.3025554	0.3385931	0.3713865	0.3251662	0.3038327	0.3102309
0.3249959	0.3506159	0.3507269	0.3174489	0.3148501	0.3348405	0.3248787
0.3562703	0.3335524	0.3259088	0.3419036	0.3217717	0.3374736	0.3251424
0.2797075	0.3050079	0.2978544	0.2975317	0.3320077	0.2564973	0.306746
0.2889465	0.3354597	0.3428328	0.3295157	0.3173545	0.3389927	0.3655585
0.3449257	0.3203033	0.3646357	0.2947356	0.2801403	0.3358662	0.3269505
0.3565099	0.3576619	0.3673046	0.3522417	0.3260454	0.3832495	0.3101722
0.334694	0.3625372	0.3582204	0.3454072	0.3658295	0.3297616	0.3585525
0.3142211	0.3312821	0.3252393	0.3272192	0.2800603	0.3327494	0.3201357
0.3028139	0.3349606	0.3264538	0.3498049	0.324031	0.3018552	0.3694056
0.3165033	0.3381863	0.3459616	0.3462021	0.3024428	0.3422362	0.3556268
0.3244272	0.3115815	0.3372541	0.3549341	0.289528	0.3384449	0.3349183
0.3038046	0.3503393	0.2962251	0.3343235	0.3208066	0.298539	0.2990533
0.2873265	0.3147481	0.3332632	0.3176717	0.334368	0.2599154	0.3270861
0.2859496	0.3253265	0.3436186	0.2885162	0.322597	0.2761053	0.3141976
0.2740198	0.313736	0.3323272	0.3345065	0.3244567	0.2867704	0.3361309
0.3447077	0.3356722	0.3260474	0.3243527	0.3171243	0.3377739	0.3172237
0.293843	0.3498634	0.3019473	0.3202408	0.2999898	0.3328654	0.311003
0.3535762	0.3233428	0.3321943	0.3446831	0.344567	0.3040646	0.3353017
0.3182001	0.3542674	0.3571768	0.326895	0.3421012	0.3095385	0.3330081
0.3141143	0.3597347	0.3249836	0.355756	0.2988459	0.2990864	0.3455455
0.2895882	0.3372381	0.3292433	0.3264285	0.3275192	0.3089998	0.3501465
0.349102	0.326076	0.3425992	0.3512204	0.3143801	0.2547372	0.3445704
0.3376994	0.3432498	0.3107701	0.324602	0.3253693	0.3095294	0.3275816
0.2494117	0.2994995	0.3076881	0.3175272	0.3397683	0.3011935	0.2961786
0.2916138	0.3303494	0.3349248	0.3305798	0.3110828	0.3408354	0.3331972
0.3706361	0.3171015	0.3165584	0.338584	0.3163491	0.3166185	0.2911903
0.2852454	0.3545386	0.3433081	0.3449957	0.3525743	0.3458833	0.3114406
0.3211481	0.317302	0.3697008	0.3673653	0.3750874	0.3257872	0.3240931
0.3264082	0.3566423	0.3488516	0.3453921	0.305439	0.297598	0.3417658
0.2867888	0.3569285	0.3267097	0.3239404	0.3218299	0.3104951	0.3129834
0.3592345	0.3165687	0.3407223	0.3364969	0.3400745	0.2712109	0.3250416
0.3470561	0.3641055	0.3633447	0.3711871	0.3725249	0.2867779	0.3440327
0.3426081	0.3512382	0.349629	0.3347756	0.3396469	0.320318	0.3539812
0.3492906	0.3257416	0.3306683	0.3443693	0.3430001	0.3253548	0.331077
0.3485448	0.3471419	0.3466704	0.3371486	0.351033	0.2939195	0.3321368
0.3162277	0.3538393	0.3621312	0.3626745	0.3302706	0.3219892	0.3387496
0.3310985	0.3628245	0.3402915	0.3239068	0.3017071	0.318253	0.3340896
0.3522891	0.3447637	0.3421108	0.3477583	0.3329785	0.3596325	0.3397612
0.2889147	0.3076746	0.3035881	0.3243347	0.3400045	0.3127135	0.331782
0.3058766	0.3190167	0.3516387	0.3225588	0.3217864	0.2969276	0.350912
0.3286601	0.2964833	0.3481845	0.3496845	0.3371309	0.3199001	0.3552315
0.3574542	0.3469504	0.3406807	0.3439008	0.3476352	0.3243142	0.3166553
0.3356267	0.3344309	0.3645652	0.3148865	0.3155841	0.3248011	0.3396495
0.2742747	0.3454841	0.3364298	0.3111367	0.3404991	0.3088021	0.3306499
0.3585	0.3391081	0.3022163	0.3368206	0.3265689	0.30197	0.3090585
0.3433606	0.3531012	0.2833553	0.3355967	0.3038347	0.301369	0.3374595
0.3936971	0.3410944	0.3206393	0.3229118	0.3536559	0.34246	0.2792048
0.3080067	0.3251689	0.3202466	0.339578	0.3547598	0.3031444	0.3312781
0.3113374	0.3316294	0.3420977	0.3513195	0.3763707	0.3590444	0.3073347
0.3669181	0.3362618	0.3390471	0.3700792	0.3627608	0.3266827	0.3259677
0.2996941	0.3368868	0.3109166	0.3321051	0.3313654	0.276246	0.3026332
0.3404176	0.3310699	0.3260977	0.3368904	0.367225	0.3053378	0.3176742
0.2956732	0.3051053	0.3002481	0.3300826	0.3419902	0.2904364	0.3320924
0.3100886	0.3035856	0.3464006	0.3577421	0.3206485	0.3258252	0.3192355
0.330277	0.3551903	0.3363726	0.3730754	0.3131983	0.2925048	0.3310653
0.3298593	0.3031481	0.3257254	0.3320916	0.2788651	0.2948337	0.2978039
0.3695789	0.3511704	0.3000141	0.3305638	0.3213767	0.3039456	0.3281719
0.3305956	0.3511147	0.3474935	0.3620074	0.33103	0.2685809	0.2932566
0.3308083	0.3554801	0.3581045	0.3661205	0.3275995	0.2694602	0.3613392
0.3050687	0.3239691	0.3227647	0.3045534	0.3225037	0.3031597	0.3141538
0.3292934	0.3186818	0.3376788	0.3426837	0.3556456	0.2694699	0.3300757
0.3214656	0.3196975	0.3139994	0.3287455	0.3447015	0.2947066	0.345397
0.3115007	0.3444296	0.352214	0.3192464	0.3400273	0.2496276	0.3062232
0.3476797	0.3140724	0.3034516	0.3200338	0.3252729	0.3153146	0.3263023
0.3157495	0.332556	0.3723459	0.3407985	0.323173	0.2667307	0.3438507
0.3421414	0.2956752	0.3175075	0.3294232	0.3088269	0.3512076	0.3336044
0.2758652	0.3337069	0.3185547	0.3790376	0.3438273	0.2681138	0.293456
0.3290188	0.293853	0.2965956	0.3522884	0.3184965	0.341066	0.3259889
0.377559	0.3405181	0.3388241	0.3293532	0.3475057	0.2836789	0.3275828
0.2936977	0.3635791	0.3348225	0.3479855	0.3148771	0.2823288	0.3279001
0.3204017	0.330824	0.3510695	0.3532759	0.3315891	0.2900691	0.3385925
0.3516403	0.320378	0.3042735	0.3641562	0.3057189	0.3079256	0.3406795
0.3216864	0.3460795	0.3472636	0.3411407	0.3489921	0.3838686	0.3386564
0.317427	0.3300713	0.3616001	0.3461986	0.3374445	0.331164	0.3207966
0.3292528	0.2817372	0.3595273	0.323419	0.3097573	0.2715169	0.2728327
0.293704	0.2102205	0.3550804	0.2655928	0.2646775	0.2133044	0.2450196
0.3043641	0.2691662	0.3571531	0.2842298	0.2900175	0.2483956	0.2792042
0.316407	0.3727422	0.3584205	0.3356055	0.3371506	0.3161945	0.3396286
0.3251234	0.3513519	0.3418446	0.3416406	0.313987	0.2989242	0.3132462
0.2856239	0.3501631	0.3449553	0.3314157	0.3303394	0.3108596	0.3186569
0.3332897	0.3204497	0.3608295	0.3345373	0.3310081	0.326142	0.3298634
0.3531922	0.3136603	0.3262086	0.32327	0.3034129	0.2585554	0.3270587
0.3380488	0.3334287	0.3286394	0.3162039	0.3177403	0.2648007	0.3276943
0.3625841	0.3535274	0.3317945	0.356507	0.3302573	0.3057633	0.371491
0.3135361	0.298621	0.2986581	0.3401487	0.3312391	0.3127919	0.3192494
0.2957869	0.3557993	0.3316861	0.3072159	0.3257124	0.2998489	0.3238064
0.3222353	0.3252318	0.31719	0.3569286	0.3377113	0.2914791	0.3174206
0.3567562	0.3346812	0.3068507	0.3256934	0.3205449	0.3246343	0.3015128
0.2956711	0.3676585	0.322835	0.3252503	0.3529396	0.3029124	0.3177223
0.3586847	0.3550005	0.3197406	0.3213377	0.349948	0.2375087	0.348746
0.3308023	0.3479158	0.2820392	0.3315803	0.3188572	0.2263404	0.3431582
0.3726486	0.3509172	0.3650494	0.3096236	0.3588313	0.3487777	0.3473608
0.3418562	0.3305651	0.3537668	0.3530462	0.3133929	0.3505067	0.3517263
0.4014284	0.3203753	0.3598181	0.3728764	0.3507279	0.2792644	0.3580378
0.3785634	0.3333625	0.3223938	0.3263888	0.3320734	0.2302602	0.3192986
0.2914739	0.3395245	0.3274798	0.3361344	0.3288152	0.3052629	0.3411135
0.3154104	0.3445103	0.3365247	0.3520889	0.3250056	0.310139	0.3429866
0.2616979	0.2999668	0.3382604	0.2873504	0.31435	0.2843413	0.3176842
0.2984401	0.3515786	0.314524	0.3228712	0.3413252	0.3145888	0.3163598
0.3122452	0.3304551	0.3383259	0.3366524	0.317876	0.3318502	0.3334372
0.3298169	0.3279628	0.3370617	0.3272684	0.3329141	0.3233545	0.3308163
0.3287997	0.2695156	0.3195486	0.3307458	0.3651236	0.3267818	0.3090474
0.3147549	0.3450176	0.3531323	0.2861881	0.3173726	0.3242046	0.3210205
0.3591423	0.3316609	0.2997196	0.3257793	0.3209175	0.3551214	0.3326185
0.3550616	0.3303725	0.3488384	0.3431165	0.326713	0.3212373	0.312789
0.3136839	0.3518709	0.3485988	0.336389	0.3100499	0.3114805	0.342243
0.3707434	0.3437607	0.3500362	0.3562731	0.3104507	0.3034081	0.310902
0.3417597	0.343724	0.3363903	0.3123901	0.3450961	0.2810847	0.3007531
0.3253481	0.3481905	0.3495225	0.3168772	0.334914	0.2873396	0.3365337
0.3948999	0.3601708	0.3430958	0.3162752	0.3343767	0.3285113	0.3397694
0.3127943	0.3484384	0.3171641	0.3165294	0.3292828	0.3106433	0.3270909
0.3069222	0.3623636	0.3545796	0.3135015	0.3093932	0.281377	0.3397102
0.3268351	0.3430772	0.3536486	0.3223543	0.3140229	0.3503487	0.3249956
0.3323515	0.3486761	0.3056059	0.3279679	0.3267164	0.3080542	0.3565883
0.2959308	0.3413557	0.3199823	0.2967925	0.3349283	0.3033572	0.3039872
0.3867846	0.3366503	0.3476729	0.3449306	0.3185252	0.300061	0.3497681
0.3609784	0.3709924	0.3400837	0.3549254	0.3032345	0.2909248	0.3626948
0.3796167	0.3616544	0.3701967	0.3409339	0.3418791	0.3002274	0.3198683
0.3458771	0.3429286	0.3522266	0.3430917	0.3408776	0.3172929	0.3495717
0.2976113	0.3466751	0.3374394	0.3418072	0.317724	0.2945408	0.3550007
0.3708838	0.3036923	0.3573527	0.3379185	0.3232934	0.3197462	0.3264429
0.3503823	0.3090211	0.3534967	0.3554017	0.3116308	0.3584349	0.3381988
0.3066573	0.350725	0.3316249	0.3559013	0.3065251	0.3178268	0.2924632
0.3614802	0.3527971	0.3395022	0.322024	0.3399704	0.3541802	0.3450112
0.3047647	0.3493317	0.3586677	0.3061963	0.3619449	0.3435085	0.3366777
0.3952276	0.3601895	0.37413	0.4128342	0.3677286	0.4051232	0.3739258
0.3325797	0.3475321	0.3486678	0.3415319	0.2799566	0.3147682	0.3316457
0.3163437	0.3462504	0.3431076	0.3367335	0.3319058	0.3127426	0.3180897
0.3549634	0.3280729	0.36365	0.3404625	0.3379565	0.310345	0.3534111
0.2979116	0.3115319	0.3688891	0.3098406	0.3375939	0.3282064	0.3381145
0.3845984	0.3646061	0.3588459	0.330789	0.3480786	0.3585583	0.3410796
0.3198726	0.336399	0.3390141	0.3456368	0.3252223	0.2961384	0.296733
0.3439461	0.3285009	0.339933	0.3351918	0.3105964	0.3279039	0.3256006
0.3496753	0.3235093	0.3154248	0.3173058	0.3113197	0.2935873	0.3031367
0.3624919	0.3202183	0.3429632	0.3421406	0.3182975	0.3142897	0.3203965
0.3191611	0.320787	0.3364284	0.3154814	0.3183624	0.3039767	0.3377724
0.3428029	0.3194136	0.3223881	0.3363924	0.3158554	0.2949013	0.3369153
0.3266959	0.3238765	0.3066551	0.3350309	0.3494459	0.327959	0.3444507
0.3126138	0.3495295	0.3138833	0.3240626	0.29818	0.3068151	0.3024266
0.3343025	0.2997569	0.2816135	0.3603305	0.2732134	0.2976162	0.3298207
0.3587445	0.3443559	0.3339308	0.3446493	0.3485047	0.2862964	0.3371661
0.314348	0.3224037	0.3120397	0.3326813	0.3333153	0.3006623	0.3128124
0.2919663	0.3126668	0.3097058	0.3138192	0.3044381	0.325198	0.3280386
0.3741834	0.3540735	0.3384551	0.3444381	0.3398155	0.322845	0.3192817
0.3555211	0.3395336	0.3631669	0.3029822	0.3300159	0.3100416	0.3373736
0.3406652	0.3239131	0.343856	0.3125708	0.34028	0.3296806	0.3147528
0.3094654	0.3394844	0.3363149	0.2955159	0.3428659	0.3129929	0.3481243
0.3217344	0.3929653	0.3347035	0.3634226	0.3222646	0.3630575	0.3651917
0.356706	0.3470207	0.3371361	0.2989291	0.3431886	0.3200463	0.3183148
0.2769751	0.1956964	0.3633229	0.2555724	0.2578016	0.2160456	0.2261222
0.3232417	0.3411197	0.3263235	0.336349	0.3351048	0.2720866	0.2714799
0.3293503	0.356949	0.3355128	0.3428449	0.3188627	0.2786939	0.3465407
0.4093238	0.3170574	0.3266575	0.3528508	0.3162575	0.3189788	0.3416588
0.3159016	0.3547697	0.3334511	0.3342966	0.3593957	0.2883259	0.3533533
0.3623449	0.3637474	0.3396829	0.31459	0.3158446	0.3504451	0.3577961
0.3338833	0.3427737	0.2748896	0.3314915	0.3530112	0.309663	0.3004269
0.2903884	0.366544	0.3322684	0.3191082	0.333557	0.3364	0.3226238
0.3062715	0.3310216	0.3274579	0.3304942	0.261607	0.341839	0.2763492
0.2953158	0.3397675	0.340233	0.3361285	0.2890689	0.2843244	0.3025071
0.3402509	0.3523894	0.3371865	0.3111291	0.3264949	0.3689056	0.3718176
0.3298763	0.3287197	0.3222274	0.3026867	0.2914757	0.286327	0.3121766
0.3240949	0.309013	0.3117898	0.3525173	0.3467841	0.3250948	0.3322171
0.3373223	0.3299206	0.3568381	0.3449104	0.2807272	0.3084434	0.3063538
0.3632963	0.3614474	0.3296479	0.3526566	0.347726	0.3087204	0.3471456
0.3552432	0.3604909	0.3400749	0.328904	0.3427516	0.2621135	0.3191978
0.3581495	0.3479765	0.3354492	0.347623	0.3475768	0.2535551	0.306196
0.3009253	0.3325579	0.3343712	0.2961147	0.3220225	0.3083429	0.3325302
0.3241274	0.3116655	0.3356725	0.3400661	0.3253122	0.2753129	0.3259777
0.2909927	0.3337774	0.3248367	0.3495366	0.3225548	0.3464697	0.3484111
0.3335787	0.3309751	0.3380782	0.3447931	0.3487874	0.3107601	0.3602944
0.3107642	0.3238351	0.3412335	0.3487731	0.337374	0.2736782	0.3295224
0.3097882	0.3589898	0.313004	0.3338794	0.3197951	0.2809846	0.3143758
0.3038625	0.3393078	0.3349781	0.3306015	0.3347318	0.2963376	0.3265458
0.3452935	0.393707	0.3895766	0.3769982	0.35894	0.2978676	0.342768
0.2721416	0.3494763	0.3383048	0.3597799	0.3384272	0.2510446	0.3591375
0.3853213	0.3364437	0.3595465	0.3355343	0.3153981	0.3418493	0.3757711
0.3354485	0.3700048	0.373922	0.3501494	0.3431809	0.3278316	0.3331587
0.3262335	0.3615066	0.3231687	0.3149293	0.3386856	0.3521838	0.3203848
0.3927712	0.323234	0.3374715	0.3657367	0.33286	0.3239098	0.3356377
0.3129092	0.3205433	0.3367947	0.3425867	0.3069371	0.3183983	0.3414782
0.3208364	0.3426817	0.3426058	0.3391011	0.3342203	0.3180142	0.345641
0.3186294	0.3412556	0.3437896	0.329344	0.3392142	0.2711966	0.335516
0.339341	0.3385023	0.3502016	0.3199509	0.3454721	0.2944876	0.3188186
0.3195685	0.3208217	0.322792	0.3320103	0.3142367	0.2855101	0.2958178
0.3396832	0.3765078	0.3268423	0.3209158	0.333438	0.2947552	0.3400467
0.3501484	0.3072109	0.3269295	0.3132734	0.2908851	0.3168696	0.3326038
0.3267073	0.3134222	0.3184675	0.3269166	0.3095505	0.2606127	0.3564056
0.3449503	0.3583939	0.361674	0.3445745	0.3461782	0.3114397	0.3067087
0.3356762	0.3048883	0.3175583	0.3450761	0.3494343	0.3402908	0.3451753
0.297251	0.326718	0.3242193	0.3571503	0.3177036	0.294155	0.2996948
0.3410138	0.3305029	0.3306427	0.3010127	0.3387915	0.2848159	0.3472665
0.3246073	0.3532564	0.3458207	0.323315	0.3326812	0.3187934	0.3442128
0.3288587	0.3664315	0.3600216	0.3874595	0.3594242	0.3195085	0.3681885
0.3306751	0.3362875	0.3523813	0.332671	0.3448902	0.3481167	0.3278275
0.3890191	0.3691441	0.3475455	0.344147	0.3010148	0.2781599	0.3775152
0.3570131	0.3214894	0.3535015	0.3267596	0.3660954	0.3155899	0.3601133
0.3564302	0.324299	0.3074715	0.3265422	0.3467584	0.2354164	0.3408806
0.3043866	0.3107256	0.3289614	0.320529	0.3295624	0.2958795	0.2930186
0.3972847	0.3609056	0.3501743	0.372603	0.37004	0.2880549	0.3674611
0.3583016	0.3474283	0.3308134	0.3196369	0.295366	0.2818199	0.3195956
0.3402473	0.3406084	0.3405815	0.3453545	0.3302623	0.3113716	0.3295392
0.3410438	0.3388711	0.3282068	0.3205528	0.3084928	0.3041854	0.3307226
0.3034505	0.331879	0.2975146	0.3104087	0.323242	0.2826012	0.3167668
0.344444	0.3076099	0.3442573	0.2871243	0.3223106	0.3026351	0.317532
0.3625419	0.3484775	0.3316155	0.3295605	0.3443756	0.2989087	0.3079479
0.4071163	0.3184022	0.3180841	0.3304883	0.3057704	0.3063023	0.3238041
0.2873891	0.3367015	0.3385534	0.3407959	0.308671	0.3282138	0.3485588
0.3062079	0.3555219	0.3458809	0.3354234	0.3262229	0.3505647	0.3424158
0.308432	0.3173607	0.3203879	0.3281912	0.309778	0.3114475	0.303324
0.2943843	0.3346769	0.3507252	0.35211	0.3591475	0.2957837	0.3213541
0.3404741	0.3762782	0.3644622	0.3781928	0.2921843	0.3390333	0.3177431
0.3645638	0.3155383	0.3142097	0.3610496	0.3348659	0.2951503	0.3101007
0.292798	0.3153394	0.3628658	0.3044572	0.3156742	0.3181486	0.2974194
0.3386112	0.340725	0.3695138	0.3302782	0.3534482	0.32665	0.3684072
0.3674137	0.3234352	0.3203972	0.3242505	0.3321393	0.347914	0.3173809
0.3411834	0.3470505	0.3558773	0.2822329	0.3020832	0.3383449	0.338138
